epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,9908.51,0.36868,0.23166,0.82764,0.99036,0.97217,0.98119,0.85862,0.68343,0.29817,0.871,0.0009415,0.0009415,0.0009415
185,9961.42,0.3693,0.23076,0.82636,0.99042,0.97216,0.98119,0.85797,0.68282,0.29782,0.87096,0.000892,0.000892,0.000892
186,10014.3,0.36375,0.22888,0.82435,0.99048,0.9721,0.98138,0.85874,0.68342,0.29809,0.87097,0.0008425,0.0008425,0.0008425
187,10069.4,0.36455,0.22739,0.82605,0.99058,0.97207,0.98137,0.85802,0.68285,0.298,0.87098,0.000793,0.000793,0.000793
188,10122.1,0.36139,0.2259,0.82488,0.99064,0.97208,0.98136,0.85884,0.68309,0.29771,0.87091,0.0007435,0.0007435,0.0007435
189,10175.8,0.359,0.22459,0.8262,0.99071,0.97206,0.98137,0.85811,0.68329,0.29804,0.87096,0.000694,0.000694,0.000694
190,10229.1,0.36421,0.22599,0.82561,0.99078,0.97206,0.98121,0.85734,0.68333,0.29813,0.87093,0.0006445,0.0006445,0.0006445
191,10284.4,0.22713,0.16357,0.78603,0.9908,0.97206,0.98122,0.85772,0.68331,0.29784,0.87103,0.000595,0.000595,0.000595
192,10337.8,0.22311,0.16273,0.7841,0.99089,0.97202,0.98122,0.85683,0.68315,0.29785,0.87102,0.0005455,0.0005455,0.0005455
193,10390.6,0.22034,0.16058,0.78399,0.99095,0.97203,0.98123,0.85838,0.68347,0.29761,0.87113,0.000496,0.000496,0.000496
194,10443.4,0.21718,0.15914,0.78318,0.99101,0.97204,0.98127,0.85856,0.68324,0.29748,0.87126,0.0004465,0.0004465,0.0004465
195,10497.7,0.21406,0.15661,0.78335,0.99107,0.97202,0.98129,0.85829,0.68284,0.29735,0.87127,0.000397,0.000397,0.000397
196,10550.9,0.21312,0.1572,0.78348,0.99115,0.97201,0.98129,0.85853,0.68258,0.29828,0.87128,0.0003475,0.0003475,0.0003475
197,10604.5,0.21054,0.15555,0.78138,0.99121,0.972,0.98128,0.85824,0.68269,0.29791,0.87137,0.000298,0.000298,0.000298
198,10657.1,0.20927,0.15307,0.781,0.99129,0.97201,0.98128,0.85864,0.68229,0.29722,0.87129,0.0002485,0.0002485,0.0002485
199,10710.1,0.20706,0.1519,0.78173,0.99134,0.97199,0.98134,0.85901,0.68255,0.29699,0.87128,0.000199,0.000199,0.000199
